term_id,term_name,genes_associated_in_db
C0029453,Osteopenia,15
C0035412,Rhabdomyosarcoma,15
C0079745,"Lymphoma, Large-Cell, Follicular",15
C0079758,"Lymphoma, Mixed-Cell, Follicular",15
C0079765,"Lymphoma, Small Cleaved-Cell, Follicular",15
C0085758,"Aganglionosis, Colonic",15
C0154017,Benign neoplasm of bladder,15
C0154091,Carcinoma in situ of bladder,15
C0162311,Androgenetic Alopecia,15
C0205851,Germ cell tumor,15
C0205852,"Neoplasms, Embryonal and Mixed",15
C0265215,Meckel-Gruber syndrome,15
C0265221,Walker-Warburg congenital muscular dystrophy,15
C0266642,Situs ambiguus,15
C0282525,"Adrenoleukodystrophy, Neonatal",15
C0343640,African Burkitt's lymphoma,15
C0431363,Alobar Holoprosencephaly,15
C0496930,Neoplasm of uncertain or unknown behavior of bladder,15
C0740345,Germ Cell Cancer,15
C0751365,"Cancer, Embryonal and Mixed",15
C0917796,"Optic Atrophy, Hereditary, Leber",15
C0948896,Primary hypogonadism,15
C1257840,"Aganglionosis, Rectosigmoid Colon",15
C1527336,Sjogren's Syndrome,15
C1704374,Carcinoma of Endocrine Gland,15
C1956130,"Lymphoma, Follicular, Grade 1",15
C1956131,"Lymphoma, Follicular, Grade 3",15
C1956132,"Lymphoma, Follicular, Grade 2",15
C2930967,Gastro-enteropancreatic neuroendocrine tumor,15
C2931850,Aase Smith syndrome 2,15
C3489396,"Hypogonadism, Isolated Hypogonadotropic",15
C3645536,Autosomal Recessive Centronuclear Myopathy,15
C4083212,"Alopecia, Male Pattern",15
C4721444,Burkitt Leukemia,15
C0003872,"Arthritis, Psoriatic",14
C0003949,Asbestosis,14
C0004681,Bagassosis,14
C0020255,Hydrocephalus,14
C0020437,Hypercalcemia,14
C0020608,Hypodontia,14
C0024507,Majewski Syndrome,14
C0028043,Nicotine Dependence,14
C0032273,Pneumoconiosis,14
C0033958,"Psychosis, Brief Reactive",14
C0036069,Saldino-Noonan Syndrome,14
C0040332,Tobacco Dependence,14
C0085786,Hamman-Rich syndrome,14
C0205944,"Sarcoma, Epithelioid",14
C0205945,"Sarcoma, Spindle Cell",14
C0271673,Symmetric Diabetic Proximal Motor Neuropathy,14
C0271674,Asymmetric Diabetic Proximal Motor Neuropathy,14
C0271678,Diabetic Mononeuropathy,14
C0271685,Diabetic Amyotrophy,14
C0271686,Diabetic Autonomic Neuropathy,14
C0279628,Adenocarcinoma Of Esophagus,14
C0342276,Maturity onset diabetes mellitus in young,14
C0393835,Diabetic Asymmetric Polyneuropathy,14
C0410174,Fukuyama Type Congenital Muscular Dystrophy,14
C0410207,Tubular Aggregate Myopathy,14
C0431380,Cortical Dysplasia,14
C0457133,Muscle eye brain disease,14
C0677050,Manganese Poisoning,14
C0677776,Hereditary Breast and Ovarian Cancer Syndrome,14
C0687120,Nephronophthisis,14
C0751074,Diabetic Neuralgia,14
C1336708,Testicular Germ Cell Tumor,14
C1834558,"Myopathy, Centronuclear, Autosomal Dominant",14
C1836373,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2K",14
C1858991,Childhood Ataxia with Central Nervous System Hypomyelinization,14
C1955869,Malformations of Cortical Development,14
C1960469,Left ventricular noncompaction,14
C2930617,Pulmonary Fibrosis - from Asbestos Exposure,14
C2936406,alpha-Dystroglycanopathies,14
C4284790,"Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 1",14
C0002878,"Anemia, Hemolytic",13
C0002879,"Anemia, Hemolytic, Acquired",13
C0002889,"Anemia, Microangiopathic",13
C0007787,Transient Ischemic Attack,13
C0010308,Congenital Hypothyroidism,13
C0017601,Glaucoma,13
C0019147,Hepatic Coma,13
C0019151,Hepatic Encephalopathy,13
C0020452,Hyperemia,13
C0022336,Creutzfeldt-Jakob disease,13
C0023290,"Leishmaniasis, Visceral",13
C0026141,Milk-Alkali Syndrome,13
C0030421,Paraganglioma,13
C0032897,Prader-Willi Syndrome,13
C0036996,Short Rib-Polydactyly Syndrome,13
C0038525,Subarachnoid Hemorrhage,13
C0086981,Sicca Syndrome,13
C0152266,Mixed Cellularity Hodgkin Lymphoma,13
C0152267,"Hodgkin lymphoma, lymphocyte depletion",13
C0162672,MERRF Syndrome,13
C0175709,Centronuclear myopathy,13
C0220597,Adult Hodgkin Lymphoma,13
C0221021,Microangiopathic hemolytic anemia,13
C0238288,"Muscular Dystrophy, Facioscapulohumeral",13
C0265338,Coffin-Siris syndrome,13
C0266468,Congenital pontocerebellar hypoplasia,13
C0270914,Hereditary Motor and Sensory-Neuropathy Type II,13
C0282527,Infantile Refsum Disease (disorder),13
C0339573,"Glaucoma, Primary Open Angle",13
C0347284,Benign tumor of pancreas,13
C0376329,New Variant Creutzfeldt-Jakob Disease,13
C0410203,X-linked centronuclear myopathy,13
C0598608,Hyperhomocysteinemia,13
C0750905,"Amino Acid Metabolism, Inherited Disorders",13
C0751122,Infantile Severe Myoclonic Epilepsy,13
C0751197,Fulminant Hepatic Failure with Cerebral Edema,13
C0751198,Hepatic Stupor,13
C0751254,"Creutzfeldt-Jakob Disease, Familial",13
C0751594,Zellweger-Like Syndrome,13
C0752282,Congenital Structural Myopathy,13
C0876994,Cardiotoxicity,13
C1145670,Respiratory Failure,13
C1266194,Lymphocyte Rich Classical Hodgkin Lymphoma,13
C1319853,"Asthma, Aspirin-Induced",13
C1334968,Nodular Lymphocyte Predominant Hodgkin Lymphoma,13
C1704417,Hyperlipoproteinemia Type IIb,13
C1846647,"DEAFNESS, AUTOSOMAL RECESSIVE (disorder)",13
C1968949,Cakut,13
C3501611,"Mental Retardation, X-Linked Nonsyndromic",13
C3658299,Zellweger Spectrum,13
C3661489,Autosomal Dominant Myotubular Myopathy,13
C4041558,"Cone-rod synaptic disorder, congenital nonprogressive",13
C4505353,Diverticular Bleeding,13
C4551804,Brugada Syndrome 1,13
C4551952,"Myopathy, Centronuclear, 1",13
C0001768,Agammaglobulinemia,12
C0002875,Cooley's anemia,12
C0005283,beta Thalassemia,12
C0017612,"Glaucoma, Open-Angle",12
C0018995,Hemochromatosis,12
C0019061,Hemolytic-Uremic Syndrome,12
C0020615,Hypoglycemia,12
C0023485,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,12
C0026010,Microphthalmos,12
C0028960,Oligospermia,12
C0030354,Papilloma,12
C0030569,Secondary Parkinson Disease,12
C0033054,Prenatal Exposure Delayed Effects,12
C0034065,Pulmonary Embolism,12
C0035305,Retinal Detachment,12
C0038219,Status Dysraphicus,12
C0038644,Sudden infant death syndrome,12
C0040028,"Thrombocythemia, Essential",12
C0040997,Trigeminal Neuralgia,12
C0080178,Spina Bifida,12
C0085129,Bronchial Hyperreactivity,12
C0085578,Thalassemia Minor,12
C0085580,Essential Hypertension,12
C0205834,"Meningiomas, Multiple",12
C0205874,"Papilloma, Squamous Cell",12
C0205875,Papillomatosis,12
C0206695,"Carcinoma, Neuroendocrine",12
C0221227,Centriacinar Emphysema,12
C0259785,Malignant Meningioma,12
C0264393,Panacinar Emphysema,12
C0265222,Royer Syndrome,12
C0266508,Rachischisis,12
C0271148,Secondary Open Angle Glaucoma,12
C0271979,Thalassemia Intermedia,12
C0281784,Benign Meningioma,12
C0334605,Meningothelial meningioma,12
C0334606,Fibrous Meningioma,12
C0334607,Psammomatous Meningioma,12
C0334608,Angiomatous Meningioma,12
C0334609,Hemangioblastic Meningioma,12
C0334610,Hemangiopericytic Meningioma,12
C0334611,Transitional Meningioma,12
C0338715,Drug-induced depressive state,12
C0340970,Congenital neutropenia,12
C0346627,Intestinal Cancer,12
C0347515,Spinal Meningioma,12
C0349604,Intracranial Meningioma,12
C0376338,"Diagnosis, Psychiatric",12
C0392514,Hereditary hemochromatosis,12
C0393574,"Huntington Disease, Late Onset",12
C0393786,"Trigeminal Neuralgia, Idiopathic",12
C0393787,Secondary Trigeminal Neuralgia,12
C0403553,Renal dysplasia and retinal aplasia (disorder),12
C0431121,Clear Cell Meningioma,12
C0457190,Xanthomatous Meningioma,12
C0524702,Pulmonary Thromboembolisms,12
C0559031,Functional Gastrointestinal Disorders,12
C0600467,Neurogenic Inflammation,12
C0750951,Lenticulostriate Disorders,12
C0751207,Akinetic-Rigid Variant of Huntington Disease,12
C0751208,Juvenile Huntington Disease,12
C0751303,Cerebral Convexity Meningioma,12
C0751304,Parasagittal Meningioma,12
C0751414,"Parkinson Disease, Secondary Vascular",12
C0751415,Atherosclerotic Parkinsonism,12
C0853897,Diabetic Cardiomyopathies,12
C1334261,Intraorbital Meningioma,12
C1334271,Intraventricular Meningioma,12
C1335107,Olfactory Groove Meningioma,12
C1384406,Secretory meningioma,12
C1384408,Microcystic meningioma,12
C1527197,Angioblastic Meningioma,12
C1565321,Cholera Infantum,12
C1565950,Posterior Fossa Meningioma,12
C1565951,Sphenoid Wing Meningioma,12
C1848172,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 2A",12
C1850362,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1B",12
C1864877,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 2B (disorder)",12
C2350878,Focal Emphysema,12
C2748542,"CARDIAC CONDUCTION DEFECT, NONSPECIFIC (disorder)",12
C3160718,"PARKINSON DISEASE, LATE-ONSET",12
C3163622,Papillary Meningioma,12
C3495587,"Night Blindness, Congenital Stationary, Type 1A",12
C3501847,"Night blindness, congenital stationary, type 1",12
C3711543,X-Linked Csnb,12
C4046029,"Mental Disorders, Severe",12
C4082304,Oligodontia,12
C0002895,"Anemia, Sickle Cell",11
C0003504,Aortic Valve Insufficiency,11
C0005138,Berylliosis,11
C0007117,Basal cell carcinoma,11
C0007785,Cerebral Infarction,11
C0009952,Febrile Convulsions,11
C0010417,Cryptorchidism,11
C0010674,Cystic Fibrosis,11
C0016978,gallbladder neoplasm,11
C0021367,Mammary Ductal Carcinoma,11
C0023976,Long QT Syndrome,11
C0024796,Marfan Syndrome,11
C0027719,Nephrosclerosis,11
C0027877,Neuronal Ceroid-Lipofuscinoses,11
C0029124,Optic Atrophy,11
C0037221,Situs Inversus,11
C0038013,Ankylosing spondylitis,11
C0041409,"Turner Syndrome, Male",11
C0042164,Uveitis,11
C0042514,"Tachycardia, Ventricular",11
C0079154,Congenital Nonbullous Ichthyosiform Erythroderma,11
C0153349,Malignant neoplasm of tongue,11
C0153452,Malignant neoplasm of gallbladder,11
C0221355,Macrocephaly,11
C0236663,Alcohol withdrawal syndrome,11
C0241210,Speech Delay,11
C0242350,Erectile dysfunction,11
C0265275,Jeune thoracic dystrophy,11
C0268362,Osteogenesis imperfecta type III (disorder),11
C0282612,Prostatic Intraepithelial Neoplasias,11
C0393702,Myoclonic Astatic Epilepsy,11
C0577631,Carotid Atherosclerosis,11
C0750887,Adrenal Cancer,11
C0750987,"Arterial Diseases, Common Carotid",11
C0751014,Subcortical Infarction,11
C0751257,"Auditory Processing Disorder, Central",11
C0751958,"Lymphoma, Lymphocytic, Intermediate",11
C0949658,"Cardiomyopathy, Hypertrophic, Familial",11
C1134719,Invasive Ductal Breast Carcinoma,11
C1176475,Ductal Carcinoma,11
C1335302,Pancreatic Ductal Adenocarcinoma,11
C1456784,Paranoia,11
C1527404,Female Pseudo-Turner Syndrome,11
C1691779,Sensory hearing loss,11
C1855119,Methylmalonic aciduria,11
C1876165,Copper-Overload Cirrhosis,11
C2314896,Familial Atypical Mole Melanoma Syndrome,11
C2350873,Beryllium Disease,11
C2931092,Maternally Inherited Leigh Syndrome,11
C2936664,Acquired Hypogammaglobulinemia,11
C2936665,"Immunoglobulin Deficiency, Late-Onset",11
C3496069,cocaine use,11
C4510744,"46,XY partial gonadal dysgenesis",11
C4551602,Noonan Syndrome 1,11
C4721541,PEROXISOME BIOGENESIS DISORDER 1A (ZELLWEGER),11
C0002171,Alopecia Areata,10
C0002726,Amyloidosis,10
C0006868,Cannabis Abuse,10
C0011206,Delirium,10
C0014549,Tonic-Clonic Epilepsy,10
C0018614,Hashish Abuse,10
C0033805,Pseudohypoaldosteronism,10
C0037116,Silicosis,10
C0079504,Hermanski-Pudlak Syndrome,10
C0079774,Peripheral T-Cell Lymphoma,10
C0085548,Autosomal Recessive Polycystic Kidney Disease,10
C0153567,Uterine Cancer,10
C0175693,Russell-Silver syndrome,10
C0221765,Chronic schizophrenia,10
C0264423,"Asthma, Occupational",10
C0265541,Cranioschisis,10
C0266483,Pachygyria,10
C0268363,Osteogenesis imperfecta type IV (disorder),10
C0268436,"Pseudohypoaldosteronism, Type I",10
C0271710,Reactive hypoglycemia,10
C0346990,Carcinomatosis of peritoneal cavity,10
C0431406,Asymmetric crying face association,10
C0472381,Posterior Circulation Transient Ischemic Attack,10
C0524730,Odontome,10
C0751019,Carotid Circulation Transient Ischemic Attack,10
C0751020,"Transient Ischemic Attack, Vertebrobasilar Circulation",10
C0751021,Crescendo Transient Ischemic Attacks,10
C0751022,"Brain Stem Ischemia, Transient",10
C0751117,Cryptogenic Tonic-Clonic Epilepsy,10
C0751118,"Epilepsy, Tonic-Clonic, Familial",10
C0751119,"Epilepsy, Tonic-Clonic, Symptomatic",10
C0855095,Small Lymphocytic Lymphoma,10
C0917800,"Epilepsy, Myoclonic, Infantile",10
C0917805,Transient Cerebral Ischemia,10
C1449842,"Pseudohypoaldosteronism, Type I, Autosomal Dominant",10
C1449843,"Pseudohypoaldosteronism, Type I, Autosomal Recessive",10
C1449844,"Pseudohypoaldosteronism, Type II",10
C1527335,"Transient Ischemic Attack, Anterior Circulation",10
C1631597,"VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 1 (disorder)",10
C1834752,"MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO (finding)",10
C1846142,HOYERAAL-HREIDARSSON SYNDROME,10
C1868683,"B-CELL MALIGNANCY, LOW-GRADE",10
C2713447,"Hyperpotassemia and Hypertension, Familial",10
C2931673,"Ceroid lipofuscinosis, neuronal 1, infantile",10
C2931788,Atypical Hemolytic Uremic Syndrome,10
C2936346,22q11 Deletion Syndrome,10
C2973725,Pulmonary arterial hypertension,10
C3887461,Head and Neck Carcinoma,10
C4022810,Abnormality of nervous system morphology,10
C0001627,Congenital adrenal hyperplasia,9
C0002896,Sideroblastic anemia,9
C0003850,Arteriosclerosis,9
C0007852,Cervical Migraine Syndrome,9
C0009363,Congenital ocular coloboma (disorder),9
C0014072,Experimental Autoimmune Encephalomyelitis,9
C0014550,Myoclonic Epilepsy,9
C0018054,"Gonadal Dysgenesis, 46,XY",9
C0018099,Gout,9
C0018213,Graves Disease,9
C0018553,"Hamartoma Syndrome, Multiple",9
C0018984,Hemicrania migraine,9
C0019337,Heroin Dependence,9
C0020550,Hyperthyroidism,9
C0023281,Leishmaniasis,9
C0024517,"Major depression, single episode",9
C0027697,Nephritis,9
C0029401,Osteitis Deformans,9
C0032000,Pituitary Adenoma,9
C0036439,"Scoliosis, unspecified",9
C0037772,Spastic Paraplegia,9
C0042510,Ventricular Fibrillation,9
C0043346,Xeroderma Pigmentosum,9
C0085413,"Polycystic Kidney, Autosomal Dominant",9
C0149521,"Pancreatitis, Chronic",9
C0152171,Idiopathic pulmonary hypertension,9
C0158646,Cleft palate with cleft lip,9
C0162668,Megaconial Myopathies,9
C0162669,Pleoconial Myopathies,9
C0162674,Chronic progressive external ophthalmoplegia,9
C0162823,"Dermatitis, Irritant",9
C0206157,"Myopathies, Nemaline",9
C0206669,Hepatocellular Adenoma,9
C0221480,Recurrent depression,9
C0238301,Cancer of Nasopharynx,9
C0262584,"Carcinoma, Small Cell",9
C0266463,Lissencephaly,9
C0270858,Abdominal Migraine,9
C0279607,Adult Hepatocellular Carcinoma,9
C0338489,Status Migrainosus,9
C0339546,Retinal Pigment Epithelial Detachment,9
C0342573,PITUITARY DWARFISM I,9
C0344724,Ostium secundum atrial septal defect,9
C0392164,Pulmonary Cystic Fibrosis,9
C0398623,Thrombophilia,9
C0521664,Acute Confusional Migraine,9
C0600241,heroin abuse,9
C0699790,Colon Carcinoma,9
C0700438,Sick Headaches,9
C0751267,"Encephalopathy, Subacute Necrotizing, Infantile",9
C0751268,"Encephalopathy, Subacute Necrotizing, Juvenile",9
C0949496,Luft Disease,9
C0949855,"Electron Transport Chain Deficiencies, Mitochondrial",9
C0949856,Oxidative Phosphorylation Deficiencies,9
C0949857,Mitochondrial Respiratory Chain Deficiencies,9
C1167664,Situs ambiguous,9
C1270972,Mild cognitive disorder,9
C1527396,Fibrocystic Disease of Pancreas,9
C1833118,"Cataract, Pulverulent",9
C1846707,SPINOCEREBELLAR ATAXIA 17,9
C1852438,"CATARACT, COPPOCK-LIKE",9
C1861829,Cataract microcornea syndrome,9
C1956097,Wolf-Hirschhorn Syndrome,9
C2931038,"Pancreatic carcinoma, familial",9
C3266101,22q11 partial monosomy syndrome,9
C3489628,"Thrombocytosis, Autosomal Dominant",9
C3502809,Generalized Epilepsy with Febrile Seizures Plus,9
C3658266,"Prostatic Cancer, Castration-Resistant",9
C3658267,"Prostatic Neoplasms, Castration-Resistant",9
C3714618,Primary Hyperthyroidism,9
C4011788,Behavioral variant of frontotemporal dementia,9
C4049702,"Focal Segmental Glomerulosclerosis, Not Otherwise Specified",9
C4087273,C3 glomerulopathy,9
C4225275,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 40",9
C4505390,Heroin Smoking,9
C4551637,"Erythrocytosis familial, 1",9
C4552100,Lynch Syndrome,9
C4721845,"Marfan Syndrome, Type I",9
C0003165,Anthracosis,8
C0004138,"Ataxias, Hereditary",8
C0007120,Bronchioloalveolar Adenocarcinoma,8
C0008372,Intrahepatic Cholestasis,8
C0011757,Developmental Coordination Disorder,8
C0014457,Eosinophilia,8
C0014474,Ependymoma,8
C0020071,"Hereditary Sensory Autonomic Neuropathy, Type 1",8
C0020256,Congenital Hydrocephalus,8
C0020500,Hyperoxaluria,8
C0023283,"Leishmaniasis, Cutaneous",8
C0023343,Leprosy,8
C0023448,Lymphoid leukemia,8
C0023449,Acute lymphocytic leukemia,8
C0023530,Leukopenia,8
C0023787,Lipodystrophy,8
C0028796,"Dermatitis, Occupational",8
C0028945,oligodendroglioma,8
C0031099,Periodontitis,8
C0032461,Polycythemia,8
C0032463,Polycythemia Vera,8
C0035455,Rhinitis,8
C0036202,Sarcoidosis,8
C0037889,Hereditary spherocytosis,8
C0039075,Syndactyly,8
C0078982,Arhinencephaly,8
C0086457,Industrial Dermatosis,8
C0086540,"Leishmaniasis, New World",8
C0086541,Urban cutaneous leishmaniasis,8
C0162666,Mitochondrial Encephalomyopathies,8
C0175702,Williams Syndrome,8
C0205713,Roussy-Levy Syndrome (disorder),8
C0206624,Hepatoblastoma,8
C0206656,Embryonal Rhabdomyosarcoma,8
C0206663,"Neuroectodermal Tumor, Primitive",8
C0220633,Uveal melanoma,8
C0266294,Unilateral agenesis of kidney,8
C0268318,Cholestasis of pregnancy,8
C0270853,Juvenile Myoclonic Epilepsy,8
C0270911,"Charcot-Marie-Tooth Disease, Type Ia (disorder)",8
C0270912,"Charcot-Marie-Tooth Disease, Type Ib",8
C0270972,Cornelia De Lange Syndrome,8
C0271694,Familial partial lipodystrophy,8
C0279530,Malignant Bone Neoplasm,8
C0334584,Spongioblastoma,8
C0334590,Anaplastic Oligodendroglioma,8
C0334596,Medulloepithelioma,8
C0338478,Idiopathic Myoclonic Epilepsy,8
C0338479,Symptomatic Myoclonic Epilepsy,8
C0338630,Senile Paranoid Dementia,8
C0342482,X-linked Adrenal Hypoplasia,8
C0393591,AICARDI-GOUTIERES SYNDROME,8
C0393695,"Early Childhood Epilepsy, Myoclonic",8
C0393703,Myoclonic Absence Epilepsy,8
C0399372,Amelogenesis Imperfecta hypomaturation type,8
C0431663,Bilateral Cryptorchidism,8
C0431664,Unilateral Cryptorchidism,8
C0438414,Myoclonic Encephalopathy,8
C0524909,"Hepatitis B, Chronic",8
C0553580,Ewings sarcoma,8
C0566602,Primary sclerosing cholangitis,8
C0685837,"Pure Gonadal Dysgenesis, 46, XX",8
C0700367,Ependymoblastoma,8
C0751036,Hereditary Motor and Sensory Neuropathy Type I,8
C0751071,Familial Dementia,8
C0751120,Benign Infantile Myoclonic Epilepsy,8
C0751571,Cancer of Urinary Tract,8
C0751675,Cerebral Primitive Neuroectodermal Tumor,8
C0751706,Primary Progressive Nonfluent Aphasia,8
C0795949,Galloway Mowat syndrome,8
C0796117,Pitt-Rogers-Danks Syndrome,8
C0796250,PARTINGTON X-LINKED MENTAL RETARDATION SYNDROME,8
C0848558,Hypospadias,8
C0856975,Autistic behavior,8
C0858617,Posterior subcapsular cataract,8
C0887850,"Polycystic Kidney, Type 1 Autosomal Dominant Disease",8
C0949595,"Gonadal Dysgenesis, 46,XX",8
C1276035,Pena-Shokeir syndrome type I,8
C1328840,Autoimmune Lymphoproliferative Syndrome,8
C1504412,Testotoxicosis,8
C1563730,Abdominal Cryptorchidism,8
C1701939,Familial pulmonary arterial hypertension,8
C1832241,"Agammaglobulinemia, non-Bruton type",8
C1852372,MITOCHONDRIAL COMPLEX III DEFICIENCY (disorder),8
C1860789,"Leukemia, Megakaryoblastic, of Down Syndrome",8
C1865872,NEPHRONOPHTHISIS 2,8
C2350037,"Clinically Isolated Syndrome, CNS Demyelinating",8
C2677504,"AUTISM, SUSCEPTIBILITY TO, 15",8
C2678065,Myofibrillar Myopathy,8
C2930974,Acute erythroleukemia,8
C2930975,Acute erythroleukemia - M6a subtype,8
C2930976,Acute myeloid leukemia FAB-M6,8
C2930977,Acute erythroleukemia - M6b subtype,8
C2936786,Aqueductal Stenosis,8
C3178805,Heterotaxy Syndrome,8
C3540662,Congenital Amaurosis of Retinal Origin,8
C3888102,Frontotemporal Dementia With Motor Neuron Disease,8
C3891448,"NEURAL TUBE DEFECTS, SUSCEPTIBILITY TO",8
C4021790,Abnormality of the skeletal system,8
C4317224,Congenital disorder of glycosylation type 1q,8
C4552072,X-linked infantile spasms,8
C0001890,Akinetic Petit Mal,7
C0002768,Congenital Pain Insensitivity,7
